2,175,10
2,69,7
1,248,9
1,206,16
2,52,5
2,182,8
2,81,2
1,751,34
2,250,13
1,505,26
2,100,8
1,95,7
1,556,27
1,259,11
2,146,11
1,261,21
1,75,6
1,45,4
2,172,9
1,334,23
2,317,16
1,243,15
2,63,1
1,131,9
2,94,4
2,149,13
2,180,14
2,160,9
1,374,17
2,156,9
1,124,6
1,112,9
2,169,14
1,140,11
1,174,15
1,77,7
2,392,21
1,458,23
1,170,12
2,257,14
2,251,20
2,73,7
2,842,46
1,197,18
1,41,4
1,137,9
1,200,8
2,345,22
1,441,22
1,284,15
2,1010,59
2,49,5
2,143,11
2,161,12
2,373,23
2,200,16
1,360,24
2,74,4
1,563,31
1,261,16
2,204,10
1,352,20
1,139,8
2,114,7
1,71,5
1,151,8
2,189,18
2,193,11
2,337,18
1,431,27
1,693,37
1,39,3
1,437,21
2,1059,70
2,80,6
1,174,9
2,151,9
1,438,28
1,44,4
1,440,25
2,208,17
2,342,23
2,507,36
1,161,10
1,381,18
2,70,4
2,78,5
2,728,49
1,54,4
2,144,9
2,272,20
2,412,23
1,202,6
2,196,14
2,72,4
1,346,22
1,102,4
1,58,6
2,182,10
1,253,12
2,275,19
1,94,7
1,268,18
2,114,9
1,93,7
1,84,8
1,130,5
1,114,9
1,136,6
1,101,7
1,545,25
1,153,13
1,65,6
1,40,5
2,116,2
2,159,8
1,51,3
2,349,23
2,432,25
2,39,3
2,67,6
2,48,8
2,553,23
2,83,4
2,194,12
1,470,29
2,125,9
2,27,4
2,250,17
1,117,5
1,313,18
2,96,11
1,162,5
2,175,13
2,112,8
1,137,14
2,300,20
1,50,4
1,126,9
1,321,20
1,39,3
1,927,46
2,83,5
1,280,16
1,179,11
1,196,13
2,233,19
1,32,3
1,53,3
2,286,10
1,112,4
2,273,16
1,79,6
2,145,9
1,569,34
2,898,62
2,443,17
1,225,21
2,359,22
2,99,7
1,64,5
2,54,6
1,576,31
2,204,12
2,164,8
1,354,19
2,78,4
1,379,27
2,92,8
1,342,25
2,394,17
2,175,13
1,450,20
1,58,6
2,374,23
2,76,6
2,87,3
2,93,9
2,799,36
2,175,11
2,168,8
2,45,3
1,654,34
2,646,46
1,176,14
2,267,6
2,130,8
2,401,20
1,716,47
2,124,10
2,589,24
1,352,18
2,392,21
2,176,10
1,461,25
2,216,11
2,114,12
1,156,2
2,207,11
2,171,10
2,161,11
1,102,8
2,295,18
2,300,15
1,204,16
1,165,14
2,443,27
2,174,11
2,255,12
2,125,8
1,118,5
1,514,24
1,55,7
2,169,7
1,126,10
2,151,13
2,364,20
1,88,8
2,183,19
2,253,12
2,210,15
2,109,8
2,151,10
2,749,47
2,169,9
1,175,7
2,432,22
2,146,6
2,581,36
2,308,22
2,169,8
2,197,7
1,303,16
2,196,14
1,74,7
2,1078,68
1,86,6
1,234,10
2,126,11
2,555,37
1,271,12
2,105,5
2,311,13
1,443,21
2,124,12
1,63,6
1,150,2
1,93,10
1,293,13
2,461,29
1,50,6
2,416,31
2,47,5
2,318,25
2,370,18
1,90,6
1,94,7
1,575,30
2,66,5
2,101,9
2,194,6
2,348,14
2,247,8
1,259,21
1,339,30
1,36,5
2,420,22
1,521,29
1,185,15
1,66,4
1,139,5
2,320,12
1,150,10
2,449,17
2,306,21
1,298,14
2,159,11
1,226,17
1,412,36
1,286,23
1,179,11
2,141,9
1,107,3
2,77,8
2,80,6
2,138,4
2,463,32
2,164,8
1,79,5
1,99,7
1,463,30
2,185,13
1,359,23
2,418,21
2,457,19
1,82,6
1,168,9
1,536,27
1,77,5
1,49,7
1,230,8
1,96,6
2,580,41
1,105,7
2,38,4
1,338,18
1,137,9
2,198,12
1,300,21
1,167,10
2,87,5
2,262,16
1,339,23
2,83,7
2,62,2
1,332,22
2,34,4
1,197,11
2,106,8
1,299,15
2,285,17
1,343,23
1,671,46
2,97,9
1,53,3
2,291,12
2,144,8
1,45,4
2,615,40
2,74,6
2,104,11
1,202,11
1,128,12
2,52,2
1,166,10
1,611,30
2,54,2
1,138,10
2,68,4
2,341,15
2,198,9
2,133,12
2,538,36
1,152,9
2,222,13
1,52,4
1,208,12
2,473,22
2,133,7
2,253,9
2,488,32
2,252,13
1,114,5
2,62,3
2,190,8
2,212,16
2,204,2
2,600,33
2,276,17
2,519,28
2,301,18
1,39,4
1,317,22
2,102,7
1,762,43
2,170,11
2,584,35
1,452,23
1,399,22
2,706,30
1,63,5
1,94,4
1,69,5
2,181,8
2,462,31
1,637,40
2,210,13
2,158,8
2,130,6
1,113,3
2,287,9
1,287,19
2,126,12
1,180,10
1,298,18
2,326,19
1,248,13
1,177,7
2,93,6
2,192,6
2,183,11
1,601,45
1,100,8
1,154,11
2,131,7
2,66,4
1,132,7
2,530,40
1,126,4
1,367,17
1,218,14
1,79,7
2,209,16
2,302,22
2,255,16
1,72,4
2,86,5
1,400,19
2,85,8
1,110,6
1,124,6
2,118,7
2,425,26
2,559,34
1,89,7
2,249,17
1,75,6
2,363,23
1,286,6
2,453,26
1,386,21
1,390,24
2,85,3
2,351,18
2,111,9
2,118,7
2,208,16
2,337,16
2,344,17
1,219,14
2,340,22
2,275,13
2,196,9
1,483,22
1,584,36
2,203,9
2,210,20
1,148,10
1,93,3
1,393,16
2,376,22
1,152,12
1,39,3
1,206,16
2,89,8
2,356,23
1,99,3
2,115,7
2,290,16
2,211,8
1,484,20
1,67,7
2,450,23
1,329,16
2,132,9
1,122,5
1,65,1
1,632,35
2,445,23
2,717,39
1,861,46
1,66,6
1,372,21
1,227,7
2,633,29
1,169,7
1,127,5
1,240,12
1,166,10
2,66,2
2,72,10
2,162,12
2,599,35
1,47,3
1,106,9
1,388,22
1,447,33
2,149,4
1,414,19
2,748,42
1,1016,51
2,116,7
2,93,7
2,285,19
2,95,5
2,283,25
2,306,15
2,1147,63
2,575,31
2,205,11
1,83,9
2,63,5
2,225,13
1,237,14
2,275,9
1,200,14
2,559,31
1,294,25
2,45,3
2,76,5
1,477,23
2,102,4
1,261,9
2,162,7
2,312,19
1,231,9
1,159,7
2,758,27
1,453,26
1,277,21
1,39,5
1,886,60
1,263,13
2,328,16
2,229,23
1,452,25
2,345,21
1,57,5
2,474,30
2,387,29
2,259,11
2,424,26
2,103,7
2,116,6
1,239,12
1,67,11
2,75,4
1,649,41
1,106,6
2,415,19
1,857,60
1,72,7
1,233,14
2,129,10
2,716,37
1,113,6
1,132,6
1,64,5
2,355,27
1,449,25
1,760,39
1,800,53
2,143,7
1,541,33
2,351,21
2,174,8
1,291,14
2,155,9
1,344,22
1,190,16
2,110,10
2,104,10
1,199,12
1,449,26
1,365,14
1,718,25
2,481,34
1,226,12
1,787,48
1,600,33
1,82,5
2,73,5
2,194,10
2,126,12
2,271,11
1,201,10
2,52,4
2,194,9
2,63,6
2,559,39
1,137,8
1,467,27
2,610,37
1,43,3
2,29,4
2,96,6
1,321,17
2,172,6
2,238,19
1,773,35
2,46,5
1,431,19
2,147,12
1,88,4
2,372,24
1,234,12
2,603,40
1,103,7
2,247,12
1,24,3
1,432,21
1,107,5
1,206,16
1,232,12
2,276,16
2,62,4
2,146,8
2,401,29
1,252,22
1,129,8
2,224,17
2,57,7
2,450,34
1,321,18
1,502,28
1,125,18
1,534,20
1,304,15
1,72,8
2,90,6
2,680,37
1,95,5
1,71,4
2,368,24
2,198,13
2,206,19
2,234,13
2,460,29
1,130,10
1,580,31
1,76,4
1,169,9
1,147,7
1,218,8
2,650,31
2,50,4
2,546,30
1,141,9
1,354,17
1,1026,51
1,177,13
2,116,6
2,237,17
1,416,25
2,282,14
2,222,16
2,234,11
2,415,33
2,415,22
1,242,12
2,192,8
2,614,32
1,45,4
1,87,12
2,297,27
2,68,7
1,115,3
2,33,3
1,445,28
1,472,29
2,45,5
1,195,7
2,49,4
1,493,22
2,830,47
1,86,5
2,813,50
2,46,5
2,242,17
1,201,13
2,88,8
1,282,16
2,455,24
2,142,12
2,92,7
2,404,23
2,222,17
2,36,4
2,315,14
1,400,22
1,101,5
2,83,5
1,208,10
1,288,15
1,196,10
2,114,9
1,77,9
1,78,7
2,392,21
1,543,36
1,313,20
1,295,13
1,129,11
1,48,10
2,223,19
2,136,11
2,23,4
1,99,4
1,308,22
2,347,19
2,352,21
2,75,5
2,266,10
1,284,15
1,201,13
1,409,25
2,566,21
1,82,4
1,79,3
1,49,3
2,87,10
2,81,3
1,73,6
1,143,9
1,119,4
1,104,7
2,117,10
2,65,3
1,92,3
2,411,21
1,188,17
1,339,18
2,149,9
2,159,9
2,285,24
2,648,31
2,475,29
2,221,11
1,87,8
2,71,3
2,48,3
1,354,13
1,134,6
1,79,5
2,180,10
2,120,9
2,165,10
1,380,13
1,43,5
1,99,5
2,561,27
1,195,9
1,592,35
1,69,4
1,202,18
1,81,4
2,279,15
1,198,10
1,394,21
1,188,12
2,221,16
2,218,6
2,352,14
2,110,8
2,129,8
1,178,12
1,93,11
2,133,13
2,176,6
2,142,8
2,77,8
2,249,15
2,48,7
1,409,23
2,481,33
1,124,8
2,336,19
1,119,7
2,130,12
2,510,20
2,296,17
2,173,13
1,87,5
2,236,16
1,188,10
2,59,5
1,387,21
2,56,2
2,76,6
2,585,29
2,223,8
1,252,10
2,397,21
2,272,16
2,186,15
1,201,10
1,266,15
1,342,26
2,476,25
2,633,32
2,80,4
2,69,3
1,216,15
1,131,3
2,144,8
2,111,4
1,825,52
